KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,593.49,332.88 (-43.9 %),470.21 (-20.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),137.33 (+23.1 %)
Energy bought (kWh),3410.8,2792.0 (-18.1 %),3891.3 (+14.1 %)
Energy sold (kWh),906.3,26.6 (-97.1 %),1127.8 (+24.4 %)
