KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,239.20,118.54 (-50.4 %),174.89 (-26.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),56.35 (+23.6 %)
Energy bought (kWh),4018.0,2062.0 (-48.7 %),3005.5 (-25.2 %)
Energy sold (kWh),3862.8,1670.4 (-56.8 %),2615.9 (-32.3 %)
