KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,442.12 (-9.8 %),480.47 (-2.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),38.35 (+7.8 %)
Energy bought (kWh),6218.9,5459.5 (-12.2 %),6086.9 (-2.1 %)
Energy sold (kWh),988.9,144.2 (-85.4 %),794.2 (-19.7 %)
