KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,378.12 (-11.4 %),431.50 (+1.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),53.38 (+12.5 %)
Energy bought (kWh),5965.7,5419.1 (-9.2 %),6314.4 (+5.8 %)
Energy sold (kWh),2546.2,1822.7 (-28.4 %),2716.7 (+6.7 %)
