KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,465.64,421.44 (-9.5 %),469.35 (+0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),47.91 (+10.3 %)
Energy bought (kWh),5853.9,5340.2 (-8.8 %),6153.6 (+5.1 %)
Energy sold (kWh),712.2,60.2 (-91.5 %),891.8 (+25.2 %)
