KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2027.36,1723.11 (-15.0 %),1744.63 (-13.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.53 (+1.1 %)
Energy bought (kWh),12190.6,12110.1 (-0.7 %),12162.2 (-0.2 %)
Energy sold (kWh),382.5,12.0 (-96.9 %),80.1 (-79.1 %)
