KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),533.46 (-20.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),90.59 (+13.5 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3335.1 (+0.9 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),619.6 (-14.3 %)
