KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,732.43,521.07 (-28.9 %),591.05 (-19.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.99 (+9.6 %)
Energy bought (kWh),3448.2,3166.4 (-8.2 %),3524.6 (+2.2 %)
Energy sold (kWh),403.7,16.2 (-96.0 %),375.0 (-7.1 %)
