KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,245.44,212.23 (-13.5 %),254.02 (+3.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),41.79 (+17.0 %)
Energy bought (kWh),3099.7,2783.9 (-10.2 %),3470.4 (+12.0 %)
Energy sold (kWh),455.3,25.1 (-94.5 %),710.1 (+56.0 %)
