KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,350.34 (-11.7 %),388.22 (-2.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),37.88 (+9.5 %)
Energy bought (kWh),4949.2,4272.5 (-13.7 %),4884.6 (-1.3 %)
Energy sold (kWh),790.7,38.4 (-95.1 %),685.1 (-13.4 %)
