KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,261.57,207.72 (-20.6 %),230.84 (-11.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),23.13 (+8.8 %)
Energy bought (kWh),3410.8,2618.8 (-23.2 %),2994.5 (-12.2 %)
Energy sold (kWh),906.3,26.3 (-97.1 %),415.3 (-54.2 %)
