KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1172.85,843.13 (-28.1 %),912.39 (-22.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.26 (+5.9 %)
Energy bought (kWh),5669.5,5251.3 (-7.4 %),5734.9 (+1.2 %)
Energy sold (kWh),591.3,13.9 (-97.7 %),489.1 (-17.3 %)
