KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),165.74 (-6.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.00 (+18.5 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),2190.8 (-6.0 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),593.8 (-24.1 %)
