KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),463.66 (-5.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.16 (+6.4 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5850.8 (-5.9 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),500.4 (-49.4 %)
