KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),420.53 (-1.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.13 (+7.5 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5139.4 (-0.3 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),562.3 (-6.8 %)
