KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,421.38,209.80 (-50.2 %),280.87 (-33.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),71.08 (+16.9 %)
Energy bought (kWh),2171.0,1436.5 (-33.8 %),1714.9 (-21.0 %)
Energy sold (kWh),1009.2,158.5 (-84.3 %),440.6 (-56.3 %)
