KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,425.31 (-38.2 %),508.90 (-26.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.59 (+12.2 %)
Energy bought (kWh),3410.8,2651.8 (-22.3 %),3288.6 (-3.6 %)
Energy sold (kWh),906.3,18.2 (-98.0 %),646.3 (-28.7 %)
