KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),656.60 (-1.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.07 (+2.0 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8130.0 (-0.8 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),225.6 (-29.8 %)
