KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),472.15 (-3.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),39.65 (+8.1 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5998.8 (-3.5 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),677.8 (-31.5 %)
