KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1013.97,746.07 (-26.4 %),936.48 (-7.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),190.41 (+18.8 %)
Energy bought (kWh),5853.9,5479.7 (-6.4 %),6876.0 (+17.5 %)
Energy sold (kWh),712.2,49.9 (-93.0 %),1449.4 (+103.5 %)
