KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,421.38,209.80 (-50.2 %),309.89 (-26.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),100.09 (+23.8 %)
Energy bought (kWh),2171.0,1436.5 (-33.8 %),1918.3 (-11.6 %)
Energy sold (kWh),1009.2,158.5 (-84.3 %),668.5 (-33.8 %)
