KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),505.68 (-13.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),71.83 (+12.3 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),3367.1 (+8.6 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),609.2 (+33.8 %)
