KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),660.27 (-0.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.73 (+2.5 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8190.5 (-0.0 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),300.1 (-6.6 %)
