KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),407.51 (-9.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),47.02 (+10.5 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),5428.6 (-10.0 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),1311.5 (-37.8 %)
