KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),268.60 (-0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),39.06 (+14.4 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3336.2 (+1.0 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),690.0 (-4.6 %)
