KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.23,427.98 (-12.7 %),479.46 (-2.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),51.48 (+10.5 %)
Energy bought (kWh),6218.9,5418.1 (-12.9 %),6246.2 (+0.4 %)
Energy sold (kWh),988.9,26.8 (-97.3 %),854.3 (-13.6 %)
