KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,396.40 (-7.1 %),422.28 (-1.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.87 (+6.1 %)
Energy bought (kWh),5156.5,4717.2 (-8.5 %),5154.2 (-0.0 %)
Energy sold (kWh),603.5,113.0 (-81.3 %),580.9 (-3.7 %)
