KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,421.38,209.80 (-50.2 %),284.92 (-32.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),75.13 (+17.8 %)
Energy bought (kWh),2171.0,1436.5 (-33.8 %),1747.4 (-19.5 %)
Energy sold (kWh),1009.2,158.5 (-84.3 %),473.6 (-53.1 %)
