KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),627.90 (-20.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),81.51 (+10.3 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),4044.3 (+8.1 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),466.2 (+63.4 %)
