KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,446.55,354.17 (-20.7 %),384.20 (-14.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.03 (+6.7 %)
Energy bought (kWh),6029.8,4731.8 (-21.5 %),5198.8 (-13.8 %)
Energy sold (kWh),2108.6,599.1 (-71.6 %),1081.3 (-48.7 %)
