KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),829.23 (-22.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),78.22 (+7.3 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5143.8 (-0.2 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),446.2 (-26.1 %)
