KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),454.66 (-7.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),22.16 (+4.5 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5703.2 (-8.3 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),367.3 (-62.9 %)
