KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,994.07,704.70 (-29.1 %),852.53 (-14.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),147.83 (+14.9 %)
Energy bought (kWh),5156.5,4851.3 (-5.9 %),5930.3 (+15.0 %)
Energy sold (kWh),603.5,16.3 (-97.3 %),1101.0 (+82.4 %)
