KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,737.07 (-28.3 %),840.25 (-18.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),103.18 (+10.0 %)
Energy bought (kWh),4949.2,4329.1 (-12.5 %),5110.3 (+3.3 %)
Energy sold (kWh),790.7,24.3 (-96.9 %),795.1 (+0.6 %)
