KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,279.95 (-8.1 %),310.99 (+2.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.04 (+10.2 %)
Energy bought (kWh),3740.4,3591.3 (-4.0 %),4128.4 (+10.4 %)
Energy sold (kWh),285.4,25.1 (-91.2 %),565.9 (+98.3 %)
