hh,day,act_con,act_gen,persistence__con_mae,persistence__con_bias,persistence__gen_mae,persistence__gen_bias,median14__con_mae,median14__con_bias,median14__gen_mae,median14__gen_bias,hbd__con_mae,hbd__con_bias,hbd__gen_mae,hbd__gen_bias,hbd_median14__con_mae,hbd_median14__con_bias,hbd_median14__gen_mae,hbd_median14__gen_bias,prophet__con_mae,prophet__con_bias,prophet__gen_mae,prophet__gen_bias,cost_nb,cost_fc,cost_pk,arm,n_sim,n_train,steps_per_day,start_ts,kinds,money,absence_rel,absence_min_days,absence_window
Ausgrid 128,2012-10-08,27.514,10.478,0.10687500000000001,-0.09079166666666667,0.14875,0.12941666666666665,0.21522916666666667,-0.013729166666666672,0.1170625,0.043020833333333335,0.16609077762785426,-0.05550482902201443,0.10526821303313239,0.07779828039325445,0.19053342237923285,-0.03069478068987136,0.12623524616359502,0.07932317546051602,0.3200854588295598,0.16630808754412113,0.08320959475186115,0.010059377065617622,3.59584194933425,1.10762444852379,1.4300037688099345,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-09,26.478,12.596,0.09416666666666666,0.021583333333333333,0.09204166666666667,-0.044125000000000004,0.18327083333333336,0.017812499999999995,0.08652083333333334,-0.01164583333333334,0.19620083473815275,0.004546679664787622,0.07874974133686384,-0.06147736123729231,0.17335705036023616,0.02408401676789938,0.06698908031158073,-0.027586221285716542,0.3495808148790646,0.19667200654441333,0.05543652164183923,-0.033133929774751034,3.0843635332906,1.176597937603158,1.1065694941523738,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-10,30.848,15.28,0.12129166666666667,-0.09104166666666667,0.07416666666666666,-0.05591666666666666,0.15989583333333335,-0.10414583333333334,0.08025,-0.06508333333333334,0.15740170481582444,-0.09661219308366725,0.09101713807123635,-0.08690529707826751,0.1501897957188906,-0.0987360756835783,0.0674383522327736,-0.05974248967450069,0.28064329450841446,0.11370490276473283,0.104300596741431,-0.0880377278801911,3.83836902505815,1.8043613239418168,1.169074043759252,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-11,25.422,5.304,0.144375,0.11304166666666669,0.22458333333333336,0.20783333333333334,0.11106250000000001,-0.0008541666666666616,0.19466666666666665,0.14570833333333336,0.22109573883075107,0.05164153568539878,0.1832077057821366,0.16513194977836282,0.1133433186292832,0.02232138597866966,0.2004660128121365,0.17175369049709102,0.3587940068582037,0.22260180498826154,0.1503175959772288,0.12089939038261126,4.07374766403715,1.5554709364280295,1.508408860137299,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-12,23.806,7.58,0.06958333333333333,0.03366666666666666,0.11883333333333335,-0.04741666666666667,0.10704166666666666,0.030958333333333338,0.15316666666666667,0.093875,0.21175817365357755,0.043663618107565166,0.1036032697296549,-0.03448125568466894,0.10056569227244157,0.021172325858123658,0.1148254482881295,0.03197913312078095,0.41968458833782085,0.29136967899629873,0.12899559359350965,0.07469308770414392,3.2359920967593996,1.5102584497600646,0.8636360133697994,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-13,23.772,15.154,0.04712499999999999,0.0007083333333333339,0.17170833333333335,-0.15779166666666664,0.083125,0.02654166666666667,0.070375,-0.061458333333333316,0.18963707956449294,0.025031784050378952,0.16275495317334995,-0.15957363259977708,0.07434364624468037,0.017149160220590803,0.10752654286078163,-0.10221969826514754,0.45111694370225947,0.3444306809794833,0.09425658502227556,-0.08181366959844605,1.8009065757759999,0.9414476178292444,0.7262622495926196,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-14,29.092,12.379999999999999,0.13083333333333336,-0.11083333333333334,0.10679166666666666,0.057791666666666665,0.13264583333333335,-0.07764583333333332,0.09935416666666667,0.006354166666666668,0.18747337964164526,-0.08247579446239782,0.09345971845321348,0.015378709618057691,0.13072789206866772,-0.08831894135803658,0.09924301092975542,0.027135262780385954,0.36638109100933897,0.20205940286784377,0.08643365871147739,-0.022660155779755612,2.9787144621668498,1.609555348614422,1.3400669572791999,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-15,29.082,14.98,0.14170833333333335,0.00020833333333332657,0.08025,-0.05416666666666667,0.09908333333333334,-0.06829166666666668,0.05175,-0.05174999999999999,0.2012772466353816,-0.026531654947422215,0.08326195878177099,-0.08196360909625641,0.1108472616986121,-0.04772606890565082,0.05352406734294834,-0.052387673975589404,0.32861713123826447,0.18116676490977854,0.0932415617059495,-0.07537438448929729,3.15741352404225,1.3145372261871426,1.1282560158520742,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-16,32.19,13.13,0.14975,-0.06474999999999999,0.045375,0.03854166666666667,0.14175000000000001,-0.12804166666666666,0.04279166666666667,0.0005000000000000029,0.20275016021567352,-0.10044583985821624,0.030161040252873594,-0.001528823550559855,0.13604181664768197,-0.12178350998664848,0.03820182491129188,0.016570428865333563,0.3197747348883944,0.1256391394074037,0.0561360272739449,-0.03531193975014596,4.3036907985731,0.8945688012334791,0.8391673528487819,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-17,33.528,14.38,0.1865416666666667,-0.02787500000000001,0.04679166666666667,-0.02604166666666667,0.1597083333333333,-0.15520833333333334,0.033249999999999995,-0.021875000000000002,0.21439558227857178,-0.09320453562772935,0.06139392330013008,-0.05547130832654399,0.14320624346492627,-0.1285542545845619,0.03770375875017309,-0.02424368561888492,0.3554434813226548,0.10588835867007114,0.0793402125177717,-0.05978410391599676,4.1955187105799,1.8926492504372348,1.890837782643974,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-18,27.67,11.866,0.16270833333333332,0.12204166666666667,0.06170833333333333,0.052375000000000005,0.06475,-0.030583333333333323,0.05475,0.031,0.1879809899294186,0.02141529059210826,0.052341804307849626,0.014438410274941221,0.06920860175451676,-0.0175113187069499,0.05637026438013126,0.039851048734401685,0.35029958236726766,0.2234280011019947,0.06896087627243402,-0.0057788000968019065,3.2821313615205496,1.5117649301058054,1.3587171948653847,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-19,29.112000000000002,11.874,0.10054166666666668,-0.03004166666666667,0.08491666666666668,-0.00016666666666666934,0.081375,-0.06220833333333333,0.06425000000000002,0.028374999999999994,0.1592998010780973,-0.036170855845811874,0.07090827517867958,-0.021950461673611064,0.08186925974857365,-0.05635833120990343,0.07238508445174817,0.014965010945579497,0.35652643089687613,0.22771215200313077,0.06542366171734099,-0.004218855221014207,3.6639096435523997,1.4395143384325455,0.9760253278239744,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-20,27.142,16.068,0.10845833333333334,0.04104166666666668,0.08945833333333335,-0.087375,0.0724375,-0.014687499999999992,0.058958333333333335,-0.058958333333333335,0.17781043314962605,0.006358950941157278,0.11339302135121139,-0.11244036124684641,0.07270789996739009,-0.004460917809225421,0.07098723099251385,-0.07062764503780768,0.40010875068309426,0.3199061860578641,0.110015533155555,-0.08984208736778719,2.0713790213500998,1.0077350923716843,0.9561167801767987,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-21,28.43,8.904,0.14500000000000002,-0.026833333333333338,0.156,0.14925000000000002,0.12489583333333336,-0.03735416666666666,0.13116666666666665,0.10358333333333335,0.14971963769887528,-0.037932252033530886,0.12209661907843179,0.10245259683169335,0.12842015947421329,-0.039821933607210945,0.1379852369852992,0.12330290617238883,0.3432865742940805,0.25990819390130465,0.10334281109774572,0.06119503684553897,3.10448022703445,2.106407992159062,1.9506756418507274,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-22,30.072,10.808,0.17737500000000003,-0.034208333333333334,0.1495,-0.03966666666666666,0.14727083333333332,-0.06035416666666665,0.11295833333333333,0.054291666666666676,0.21766788829263653,-0.05096400585404509,0.12937818043387822,-0.044536665866367016,0.14634325531089307,-0.053348690987936966,0.11492988209152961,0.013405237118260664,0.3573338101606121,0.20255033747317452,0.1251336376222972,0.02330856167016949,4.1593180642903995,1.286546492106798,1.1843171965182242,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-23,26.906,14.12,0.15404166666666666,0.06595833333333333,0.10016666666666668,-0.069,0.11527083333333332,0.008645833333333333,0.05156249999999999,-0.0143125,0.20518250106932986,0.021874253036750446,0.09213427135245149,-0.0898870704523063,0.11473515390036883,0.004948841341877561,0.05483299020853602,-0.03640569557307878,0.3932040070410554,0.2752720139568337,0.09090954949548302,-0.0439283059613716,2.8246526711793503,1.2799758146765692,1.053399344636073,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
Ausgrid 128,2012-10-24,26.504,16.214,0.1259583333333333,0.008374999999999995,0.06295833333333332,-0.043625000000000004,0.12695833333333334,0.017708333333333336,0.05789583333333335,-0.05206250000000001,0.1859102401506435,0.0119458380291124,0.08611728878100842,-0.08110703371626317,0.12524574708271244,0.010041952395976097,0.05845649660351645,-0.04829641561070704,0.3863455651483701,0.288920445144033,0.11481430805198485,-0.08580501687266939,2.9176791464507503,0.9791380893907803,0.8092924155456243,AU_H24,365,730,48,2010-07-01 00:30:00,persistence|median14|hbd|hbd_median14|prophet,True,0.55,3,29
