KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,496.72,349.92 (-29.6 %),431.00 (-13.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),81.09 (+16.3 %)
Energy bought (kWh),2636.2,2206.6 (-16.3 %),2807.6 (+6.5 %)
Energy sold (kWh),530.0,19.7 (-96.3 %),610.2 (+15.1 %)
