KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),466.22 (-4.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.72 (+6.9 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5898.6 (-5.2 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),570.2 (-42.3 %)
