KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,245.44,217.45 (-11.4 %),234.17 (-4.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.72 (+6.8 %)
Energy bought (kWh),3099.7,2714.0 (-12.4 %),2972.5 (-4.1 %)
Energy sold (kWh),455.3,26.0 (-94.3 %),281.4 (-38.2 %)
