KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,816.77,625.89 (-23.4 %),686.75 (-15.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),60.86 (+7.5 %)
Energy bought (kWh),4365.1,4292.6 (-1.7 %),4732.7 (+8.4 %)
Energy sold (kWh),187.6,13.9 (-92.6 %),440.1 (+134.6 %)
