KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),505.25 (-10.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),102.62 (+18.2 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),3403.0 (+6.8 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),935.9 (+13.9 %)
