KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,354.30,333.78 (-5.8 %),362.38 (+2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.60 (+8.1 %)
Energy bought (kWh),4365.1,4312.0 (-1.2 %),4769.0 (+9.3 %)
Energy sold (kWh),187.6,17.2 (-90.8 %),487.4 (+159.7 %)
