KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),171.66 (-3.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),38.91 (+21.9 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),2307.5 (-1.0 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),740.5 (-5.3 %)
