KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),495.68 (-18.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),102.32 (+16.8 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),3193.5 (-2.4 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),814.1 (-20.4 %)
