KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),851.14 (-16.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),77.82 (+7.6 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),5836.5 (-2.2 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2266.8 (-11.0 %)
