KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1172.85,843.13 (-28.1 %),910.91 (-22.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),67.78 (+5.8 %)
Energy bought (kWh),5669.5,5251.3 (-7.4 %),5772.3 (+1.8 %)
Energy sold (kWh),591.3,13.9 (-97.7 %),517.9 (-12.4 %)
