KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,355.41,341.57 (-3.9 %),352.56 (-0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),10.99 (+3.1 %)
Energy bought (kWh),4365.1,4208.6 (-3.6 %),4383.3 (+0.4 %)
Energy sold (kWh),187.6,11.2 (-94.0 %),188.4 (+0.4 %)
