KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,355.41,341.57 (-3.9 %),353.92 (-0.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),12.35 (+3.5 %)
Energy bought (kWh),4365.1,4208.6 (-3.6 %),4398.3 (+0.8 %)
Energy sold (kWh),187.6,11.2 (-94.0 %),207.8 (+10.8 %)
