KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,496.72,349.92 (-29.6 %),420.47 (-15.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),70.55 (+14.2 %)
Energy bought (kWh),2636.2,2206.6 (-16.3 %),2633.0 (-0.1 %)
Energy sold (kWh),530.0,19.7 (-96.3 %),445.2 (-16.0 %)
