KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),363.36 (-1.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.11 (+4.1 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4537.1 (+0.1 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),270.4 (-1.5 %)
