KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,737.07 (-28.3 %),828.45 (-19.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),91.38 (+8.9 %)
Energy bought (kWh),4949.2,4329.1 (-12.5 %),4787.1 (-3.3 %)
Energy sold (kWh),790.7,24.3 (-96.9 %),476.7 (-39.7 %)
