KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,294.63,238.09 (-19.2 %),265.90 (-9.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),27.82 (+9.4 %)
Energy bought (kWh),3680.3,2827.8 (-23.2 %),3270.9 (-11.1 %)
Energy sold (kWh),1039.9,93.7 (-91.0 %),535.9 (-48.5 %)
