KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.05,201.19 (-21.7 %),243.31 (-5.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),42.12 (+16.4 %)
Energy bought (kWh),3270.6,2543.3 (-22.2 %),3260.9 (-0.3 %)
Energy sold (kWh),1022.8,145.2 (-85.8 %),853.2 (-16.6 %)
