controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,274.4859912251997,274.4859912251997,0.0,257.0504246837989,17.4355665414,147.30152575219597,421.7875169773957,4.0,0.0,0.0,0.0,0.0,3270.55899999998,1022.7569999999997,5.376,0.0,0,0.0,0.7190141677856445,1,True
self_consumption,Self-consumption,True,227.68135735829966,228.02433171574307,0.342974357443403,210.0494939607992,17.631863397400004,144.98054140277344,373.0048731185165,0.0,937.4069224376735,849.8097475000002,0.0,0.0,2420.749252499994,85.35007756232689,5.376,84.98097475000002,0,1.1102230246251565e-16,1.4467008113861084,2,True
fixed_schedule,Fixed schedule,True,249.0336089856989,249.1933064208835,0.15969743518458454,235.46776234109907,13.5658466446,102.31516879568304,351.5084752165665,2.1374999999999997,1956.5491564542908,1767.554988700002,1477.794919002769,0.0,2980.7989303027643,544.0027625484746,3.8760000000000003,176.7554988700002,0,1.734723475976807e-18,4.429190158843994,6,True
delayed_pv_charge,Delayed PV charge,True,228.1109553082998,228.4539296657432,0.342974357443403,210.48065707859936,17.6302982296,144.98235988756795,373.43628955331116,0.0,931.967311943302,844.9004990288313,0.0,0.0,2425.6585009711616,90.78968805669696,5.376,84.49004990288313,0,1.1102230246251565e-16,1.4659392833709717,2,True
price_threshold,Price threshold,True,250.50437415219997,250.84734850964338,0.342974357443403,232.2233336287996,18.2810405231,138.51208926810332,389.35943777774673,0.0,1523.3371222160647,1378.6117528000043,1092.192795346261,0.0,2984.1400425462716,591.6126731301928,5.376,137.86117528000042,0,1.1102230246251565e-16,4.38986611366272,6,True
price_rank_daily,Day-ahead price rank,True,241.69254562989943,242.03551998734284,0.342974357443403,223.3928204852993,18.299725144700002,126.45464658163618,368.490166568979,0.0,1948.4564784322429,1762.2819717851016,1350.5834410258165,0.0,2858.8604692407125,424.8839625935728,4.94,176.22819717851016,0,5.551115123125783e-17,4.340718030929565,6,False
peak_shaving,Peak shaving,True,261.70024885299995,261.63293640752704,-0.06731244547291164,247.59960620639902,14.100642646700003,114.03525435807903,375.6681907656061,4.78504347642397,294.49450607385876,265.0355004290549,124.02444822219772,0.0,3129.547947793031,852.2869421483379,4.5600000000000005,26.503550042905488,0,6.938893903907228e-18,3.945744037628174,5,True
self_consumption_peak_shaving,Self-consumption + peak shaving,True,229.22625889269975,229.32831718976684,0.10205829706707915,215.8453032649992,13.380955627800002,111.28683801769004,340.6151552074569,2.809726793246686,938.6520451265787,848.2642302731506,124.66312099651398,0.0,2546.9578907234177,208.76807586993527,4.272889466679997,84.82642302731506,0,0.0,3.9857540130615234,5,True
tariff_arbitrage,Tariff arbitrage,True,249.3095754454989,249.6525498029423,0.342974357443403,232.5310692676986,16.7785061778,128.81336198097623,378.4659117839185,0.0,1722.8507213168293,1558.6727759884411,1350.7838361083977,0.0,3062.6700601199645,650.6901147915637,5.066,155.8672775988441,0,5.551115123125783e-17,5.817980766296387,6,True
price_oracle,Price threshold (foresight),False,251.26895231029948,251.6119266677429,0.342974357443403,231.256335187899,20.012617122499996,139.19386955119685,390.80579621893975,0.0,1492.0818728864256,1350.4038902800035,1057.4776293407197,0.0,2977.6327390606666,588.1527564542924,5.376,135.04038902800033,0,5.551115123125783e-17,4.405832052230835,6,True
