KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),761.21 (-16.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.53 (+8.9 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4876.1 (+7.5 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),493.2 (+79.6 %)
