KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,398.00 (-6.7 %),423.01 (-0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.01 (+5.9 %)
Energy bought (kWh),5965.7,5522.6 (-7.4 %),5932.0 (-0.6 %)
Energy sold (kWh),2546.2,2048.2 (-19.6 %),2459.4 (-3.4 %)
