KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),386.65 (-14.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),26.16 (+5.8 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),5105.9 (-15.3 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),1034.6 (-50.9 %)
