KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),851.32 (-16.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),78.00 (+7.7 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),5812.5 (-2.6 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2240.4 (-12.0 %)
