KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,926.29,605.73 (-34.6 %),721.90 (-22.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),116.17 (+12.5 %)
Energy bought (kWh),4569.7,4084.1 (-10.6 %),4785.8 (+4.7 %)
Energy sold (kWh),768.3,25.9 (-96.6 %),725.1 (-5.6 %)
