KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,562.65,256.21 (-54.5 %),345.46 (-38.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),89.24 (+15.9 %)
Energy bought (kWh),3082.3,1607.0 (-47.9 %),2280.4 (-26.0 %)
Energy sold (kWh),2034.4,382.1 (-81.2 %),1050.3 (-48.4 %)
