KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1068.75,834.56 (-21.9 %),845.41 (-20.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),10.85 (+1.0 %)
Energy bought (kWh),5853.9,5300.1 (-9.5 %),5383.5 (-8.0 %)
Energy sold (kWh),712.2,39.4 (-94.5 %),128.6 (-81.9 %)
