dataset,cost_no_battery,cost_oracle,cost_prophet,buy_no_battery,buy_oracle,buy_prophet,sell_no_battery,sell_oracle,sell_prophet,gross_oracle,energy_oracle,power_oracle,fixed_oracle,termadj_oracle,peakkw_oracle,efc_oracle,gross_prophet,energy_prophet,power_prophet,fixed_prophet,termadj_prophet,peakkw_prophet,efc_prophet,efc_no_battery,cost_self_consumption,efc_self_consumption,cost_fixed_schedule,efc_fixed_schedule,cost_delayed_pv_charge,efc_delayed_pv_charge,cost_price_threshold,efc_price_threshold,cost_price_rank_daily,efc_price_rank_daily,cost_peak_shaving,efc_peak_shaving,cost_self_consumption_peak_shaving,efc_self_consumption_peak_shaving,cost_tariff_arbitrage,efc_tariff_arbitrage,cost_price_oracle,efc_price_oracle,gen_mae,gen_rmse,gen_nmae,gen_skill_vs_naive,gen_mae_first_month,gen_mae_last_month,con_mae,con_rmse,con_nmae,con_skill_vs_naive,con_mae_first_month,con_mae_last_month,regret_prophet,gain_oracle_vs_no_battery_pct,gain_prophet_vs_no_battery_pct,baseline_positive
Ausgrid 249,472.18058323940255,424.32711208894483,466.19161159464403,5669.514999999999,5260.216533172948,5968.63040974766,591.292,19.932797506000032,730.9116158808379,423.98413773150145,416.33885679870144,7.6452809327999995,171.73372019862393,0.342974357443403,5.216,161.80789631180627,465.84863723720065,458.0726939381003,7.775943299100001,171.73372019862393,0.342974357443403,5.216,159.30872233278546,0.0,441.9472810562458,53.74410299999996,453.1875026047846,244.12075184210076,441.9472810562458,53.74410299999996,451.7171489477454,162.50859209999967,445.49820052034215,199.4618695312501,457.93013582911453,23.02309733698403,439.7802420838826,61.612646551715,444.16114576824407,225.35039975623735,453.64653773774404,157.27511940499986,0.10762490065043352,0.19744035685454633,0.4685364157624611,-0.23958401060489587,0.0786221531634761,0.07834976919724664,0.38253414165205846,0.5383692668521257,0.4726084582230131,-0.16488662979261193,0.4615680359723974,0.4833456317418819,41.8644995056992,10.134569876244846,1.268364659061388,True
Ausgrid 81,174.20151337259924,101.17984964491379,175.06564537207404,2470.9849999999997,1395.4196491389193,2430.1120296419967,1453.213,237.10206654183105,1290.8259882286284,101.07434103000014,93.45044344930017,7.6238975807,73.75000194650508,0.10550861491365035,4.232,138.14238881400678,174.9007937895001,155.1460041071,19.754789682600002,73.75000194650508,0.16485158257392016,4.44478262,120.27407510061312,0.0,114.29506826195028,113.83088499999812,138.94024110671802,123.78304584999864,114.63087824941547,113.39322346315605,147.339613709559,89.5258557999981,138.00273766403186,110.21501517999896,126.17470833165945,83.96991941237562,111.83142538256281,109.83682615257969,161.0127639128321,63.09108975472691,145.1419313185453,88.15522102344822,0.12253455182529224,0.21817287133784183,0.5521033645557929,-0.17526140467099016,0.08742267334100913,0.09776781123968803,0.33778468679976026,0.5156546680722263,0.9989925166108257,-1.5748830956841249,0.24148890767877637,0.1551041135279704,73.88579572716026,41.917927298082404,-0.49605309548977183,True
Ausgrid 104,1019.2024759552031,985.2563444466451,1032.0589464601378,12190.554,11960.84099652139,12777.822301898887,382.53499999999997,11.113000003000025,825.3703140077762,984.9133700892017,941.8068875358024,43.10648255340001,230.47829838183418,0.3429743574434029,12.66,141.97799657532164,1031.7159721026944,987.6950056235969,44.020966479100004,230.47829838183418,0.342974357443403,12.66,144.63214207996475,0.0,999.1374294798452,34.90378374999993,1012.7065563202854,218.3533891100003,999.1374294798452,34.90378374999993,1009.4906214182439,156.11609934277527,1002.7034940823436,179.9905131215002,1006.0554048793124,49.5521648264879,992.5701014025192,70.31684914366505,1000.708246173042,217.71207881154436,1007.381073167647,151.05220512999958,0.11572332966589863,0.19831968137297754,0.4903744396587151,-0.2764711477418238,0.10079058624297124,0.10489908211373518,1.2231796807515634,1.8089353565694213,0.7722400595319993,-0.327015952271718,0.9467490767036093,0.7840368972809517,46.802602013492674,3.3306563032770744,-1.2614245754147648,True
Ausgrid 172,302.47135781120187,264.22440300274405,305.0885729783434,3466.299,3167.8841771401712,3816.82723511069,467.297,45.85833885652502,703.1536439717275,263.8814286453007,248.30277779840085,15.578650846800002,138.12174211489818,0.342974357443403,5.592,123.77194499464595,304.7455986209,287.67969299990045,17.0659056209,138.12174211489818,0.342974357443403,4.478,115.63385803890633,0.0,279.858618106945,40.30952950000021,292.35816435708455,191.27561915000146,279.85081542704506,40.30952950000021,287.7208025551439,133.58356915000013,284.20796440794356,163.9395294983762,289.19710317160246,23.37876075769225,272.79214934018177,52.5551727983043,288.2810892776429,164.68360252856792,286.78635098094355,130.68248425000007,0.08867089960542208,0.15649003408531176,0.5898424852386932,-0.34553250995779794,0.0691700299050568,0.07106840532038258,0.31242991342573534,0.4619820890791877,0.6341416040417708,-0.10003767760176241,0.44612335100208644,0.4288495193582569,40.86416997559934,12.644818697951226,-0.8652770252630501,True
Ausgrid 29,304.52695158409904,237.50635079104285,292.29265476324326,3680.29,2887.4662443706156,3739.974504014036,1039.942,77.19058290850138,927.3232683116396,237.16337643359944,229.92823127160003,7.2351451619999985,145.45526784909487,0.342974357443403,4.696000000000001,169.47310605035258,291.9496804057999,282.6712539961999,9.278426409399996,145.45526784909487,0.342974357443403,4.566,171.787768151748,0.0,253.37085772004244,90.3545420000003,283.9392717655846,210.03661581999896,253.7844640745425,89.80538471097027,281.4422922503437,157.56654014999967,266.75353842684365,197.74241178012426,293.57907562346566,17.619249358949897,256.26494743768325,92.41191080670748,277.52500099544363,194.16557004665088,281.29644730574364,155.29001888499974,0.14312892207443978,0.28554971967796333,0.6016833173877851,-0.34778501535256523,0.04725304140197834,0.10470820921877895,0.33662094915285734,0.48444751150716586,0.6241923503781881,-0.06871152053632401,0.6427642570046475,0.43993818498658216,54.786303972200415,22.008101563564757,4.017475877657127,True
Ausgrid 27,403.0379957380991,361.5862429690422,405.27177115344176,4741.581,4392.457207938034,5144.272107205401,554.73,75.10396244537503,827.0668757643646,361.2432686115988,344.40463722589936,16.8386313861,144.7433659465784,0.342974357443403,5.486000000000001,131.0585981612362,404.9287967959984,388.5769032778988,16.351893518399997,144.7433659465784,0.342974357443403,5.486000000000001,130.91437939227072,0.0,377.9726268105416,45.817664250000014,390.0045822045825,208.61508763975218,377.98536479504133,45.8022146591163,389.48822785374176,138.20958001749955,380.56634446094273,172.27912054225246,381.6462936985523,19.078836598012806,365.432836383358,60.1292284302541,384.29083547834165,187.69172593954198,390.66150921304234,133.35515905899962,0.07956442911584438,0.13907387383226322,0.46480841332382583,-0.1380637771742026,0.0613565608049724,0.06947565757864597,0.39117025684857254,0.5626317970685518,0.6026089537056212,-0.1357889630632152,0.5504054082982139,0.5979458929548044,43.68552818439957,10.284825055549588,-0.5542344490999856,True
Ausgrid 156,495.56604497429834,440.2949398592409,497.8019538282421,5853.852,5332.496454845474,6263.677214746274,712.1859999999999,45.70260925630002,989.3745497322924,439.95196550179753,419.0732174829971,20.878748018999996,196.52963812490435,0.342974357443403,8.326,145.30918289144628,497.45897947079874,473.56825729459973,23.89072217639999,196.52963812490435,0.342974357443403,8.326,133.13828904761039,0.0,460.88465958744143,62.57139699999982,472.45907861408296,244.5222704768014,460.90245621684136,62.54185734831549,474.6880657798722,162.53053050000153,464.75320552204363,204.81664029300276,476.5910724717644,21.94270791293437,451.390452671921,80.69192102205957,460.7604185572418,204.26779197728038,472.0112425886427,157.3811972565011,0.1056029259754181,0.1931024725417858,0.44236943317375765,-0.16814888296264696,0.08127958242982167,0.09532430664978328,0.5719560277795311,0.8396244597441361,0.6927180569227832,-0.662693218207661,0.7183640056823426,0.5813060046978109,57.50701396900121,11.153125940645099,-0.4511828194483633,True
Ausgrid 180,274.4859912251997,217.87625576294317,271.76674650664097,3270.559,2541.6259179173944,3377.750565419349,1022.7570000000001,143.4095785520203,971.7518943741308,217.53328140549976,201.1048441379995,16.4284372676,147.30152575219597,0.342974357443403,5.066,150.46012552590463,271.4237721491976,250.8046301525969,20.619141997100005,147.30152575219597,0.342974357443403,5.376,158.04291028795882,0.0,228.02433171574307,84.98097475000002,249.1933064208835,176.7554988700002,228.4539296657432,84.49004990288313,250.84734850964338,137.86117528000042,242.03551998734284,176.22819717851016,261.63293640752704,26.503550042905488,229.32831718976684,84.82642302731506,249.6525498029423,155.8672775988441,251.6119266677429,135.04038902800033,0.10327688879717464,0.19975441772070945,0.5156360065631049,-0.17730758532174362,0.062414745661307856,0.06966028361151737,0.3478377416878635,0.5315210629705134,0.7613183314246235,-0.1757573368376495,0.7751238466446456,0.4448144565936968,53.8904907436978,20.623906965004842,0.9906679413477826,True
Ausgrid 21,693.419541878801,657.7368115988452,695.4650144308412,8193.731,8035.544836363499,8665.093209450755,321.28099999999995,15.581630009001449,656.4791499074204,657.3938372414018,634.2027750243021,23.191062217099997,237.2693594355162,0.342974357443403,7.41,147.63338052494342,695.1220400733978,671.7852403665984,23.336799706600004,237.2693594355162,0.342974357443403,7.62692842,136.57523759934477,0.0,676.7609931194434,29.375610249999973,682.2983195307878,225.61135844999998,676.7609931194434,29.375610249999973,686.1747961344491,156.5264323999997,676.1304379692457,181.19424802499992,677.1072513665342,16.915866332110006,666.2459614969856,40.953265620974264,676.9910018677448,221.3796487949635,685.9263616561457,153.41855138,0.09527085338789656,0.18449876114122452,0.5939701978029457,-0.16470636559241192,0.07539630780142356,0.06979354625987576,0.6933723693453272,0.9461894803983318,0.6546942159105006,-0.02959424470388128,0.6033696826849098,1.0328144355352655,37.728202831995986,5.145907798224796,-0.29498340160676156,True
Ausgrid 290,397.403433106,370.1098896874422,401.4782378640431,4534.246,4397.750339237542,4943.025163229357,274.671,16.79233517812643,577.0397133873666,369.7669153299988,341.5100280573985,28.256887272599997,182.3355448582965,0.342974357443403,7.886,122.17318341832201,401.1352635065997,374.1371824547987,26.998081051299998,182.3355448582965,0.342974357443403,7.886,107.58454087671126,0.0,383.50951052754135,25.169057750000007,394.65090957918375,213.9752865000001,383.50951052754135,25.169057750000007,390.1236853808582,140.90173179999994,383.7149714006434,171.25469476410552,378.73213447151693,14.937892694021983,372.95372439257864,35.73835545589989,382.966762757642,182.57550227368733,388.0118446775427,137.65698839999988,0.0798630598212966,0.14497017842034446,0.53405670954886,-0.23533814454747226,0.05510043591491854,0.06148971289094599,0.3746286309533978,0.6166716889168476,0.589230260323011,0.05365710816831171,0.31756489268348287,0.4379817406511955,31.368348176600875,6.867968705060927,-1.0253572109821656,True
Ausgrid 66,172.72938397050103,117.61472389984337,159.30572974024372,2171.043,1449.558545771597,2110.6822289879733,1009.2339999999999,158.4087967229318,838.100554095013,117.27174954239996,104.91978871070008,12.351960831399998,97.77809370140274,0.342974357443403,4.126,129.92688368437027,158.9627553828003,145.1147517564999,13.8480036262,97.77809370140274,0.342974357443403,4.126,111.8349140019865,0.0,130.31497576394358,80.03942649999928,149.05521130848425,172.98747706400587,130.4998957492437,79.85264791816091,149.4418858004953,125.67915354962747,135.78707337704367,165.24097703374235,148.56656032914762,26.947801180000077,122.77601731642082,81.27959274048702,148.66095911494318,137.55469324950866,148.57938636904333,128.87266697716865,0.09843663261503294,0.18686639257524995,0.4795359498142808,-0.23906666279801936,0.0686754904419229,0.07688181429302968,0.20693777544179143,0.30947691027934565,0.6124206466688332,-0.1558182321054462,0.16095183382205017,0.26665102776284433,41.69100584040035,31.908097397064893,7.771494300326934,True
Ausgrid 240,250.8167193189003,215.51711006614332,267.02549710284336,3184.9710000000005,2613.412731557233,3445.2492414577373,821.888,133.0690504674248,971.9768772961814,215.1741357086999,199.47286241599943,15.701273292600007,89.91636163890851,0.342974357443403,4.226,118.15656104670248,266.6825227454,248.18187295269945,18.500649792600004,89.91636163890851,0.342974357443403,4.226,111.2665599683418,0.0,214.35573138144346,67.97477850000001,235.18038014802934,134.58783326999966,214.41206195684344,67.72060919179093,234.04652649415326,112.07953415999961,223.89471789104428,144.7179506671997,233.36733786661685,30.561002336860412,210.8639396953464,72.67900961205844,234.51141211490707,106.54294701528195,231.98949986214473,108.23983304999997,0.08145041226863796,0.14522107292300154,0.5272101172364717,-0.31373084006906193,0.06483631614742477,0.06971388809753339,0.34028557051604824,0.4777784842405006,0.8020843574450691,-1.1817679840563797,0.600745245640354,0.43765832981450503,51.50838703670004,14.073866107735583,-6.462399248326998,True
Ausgrid 113,377.151239213101,316.73581724464356,363.02906337044504,4569.722,3979.749118579821,4680.824057529087,768.287,29.450025727000035,750.8578985530124,316.3928428872002,310.19927224299994,6.193570644200002,123.86789625330225,0.342974357443403,5.358,148.94962894494884,362.68608901300166,353.2086314901015,9.477457522300002,123.86789625330225,0.342974357443403,5.358,129.13805236355248,0.0,338.5205509551449,69.38438150000005,353.2655076047848,243.7033892500007,338.5316803930449,69.36596428543727,354.31271491214454,157.9003986500002,341.8363423180455,202.45084757600057,355.03348867774423,21.119296557631994,325.8398118209818,81.52021628122652,348.2916519118448,207.47971076837402,351.43830634024494,154.12395070549985,0.11019351393722276,0.19505099513381577,0.47318298497947625,-0.14094207333845277,0.09694635204777033,0.11816217394039825,0.31167273781893506,0.44933695159103254,0.46739393894105047,0.07052046595837458,0.37560888170978995,0.3888861479156169,46.29324612580149,16.018884650759702,3.744433101193269,True
Ausgrid 67,321.95906605619996,203.9011071418442,270.2267269935688,4470.205,2755.0876300698037,3721.5798462002476,2399.488,463.77307665326526,1441.7757031166632,203.55813278440078,199.54588397320097,4.0122488112,110.12566780249358,0.342974357443403,3.302,218.84376998456474,269.95691956819917,260.65732938340034,9.2995901849,110.12566780249358,0.2698074253695928,3.58213982,206.7959619225061,0.0,221.96438903494368,177.70860800000028,276.4090331838787,283.28155316000027,225.09970572484337,172.41262497675459,276.1225911779444,193.59116798042356,248.78191082654334,260.3913172528498,294.1567354391585,33.138950676372914,245.01223806946433,133.03172943882794,288.72695604864316,211.833597386269,274.45805673154376,185.49229787850032,0.23869310955813916,0.40587909912739445,0.45124277848739297,-0.10864297038847348,0.2092085147670216,0.22127774982731543,0.286621795830487,0.3970806891353592,0.3744969491999403,0.14324592081527698,0.2802343838243035,0.2921953249824256,66.32561985172458,36.668623859701476,16.067986435766645,True
Ausgrid 5,283.76570197839925,242.96424175544325,281.80897083454374,3203.059,2927.602993121388,3521.6704400595863,493.563,109.38207298450098,708.0468777690663,242.62126739799984,225.35728911909965,17.263978278699998,136.79585832758437,0.342974357443403,6.27,109.83966578636714,281.46599647710036,260.65668619320013,20.8093102837,136.79585832758437,0.342974357443403,6.27,105.36018890954028,0.0,264.112407410843,37.59595399999919,274.8128234920847,167.22536897919844,264.1100728950429,37.59541240191485,269.6724130873427,121.71034126799802,264.1010229811434,148.97505728642312,265.9015963231785,17.837362377900472,251.50770056038021,48.13820356549509,270.20219894714336,145.0118209913043,270.0717593642424,117.90436224824813,0.06814791412138407,0.11710733052461185,0.47226775878344934,-0.16237891920325054,0.05649375791136136,0.06082099176693417,0.3175822471555441,0.514922947697454,0.7001333527993215,-0.15626670956538358,0.22591365500657443,0.567043674586579,38.84472907910049,14.378573569141867,0.689558720526576,True
Ausgrid 158,460.920402060998,361.81317208514383,421.04243335205706,6029.782,4731.726881696406,5615.656447998001,2108.627,599.0810646124748,1491.6751431912082,361.47019772770045,354.17257890600035,7.297618821600001,128.13180885479105,0.342974357443403,5.62516898,209.97053972426983,420.76304396220013,411.1068048025999,9.656239159399997,128.13180885479105,0.2793893898569133,5.1579999999999995,200.80468725972923,0.0,380.93505022384426,137.93174725,408.7615655863085,290.8871623199997,383.3230373848446,133.63619600802792,415.9162503864447,193.87111044499989,394.31698296194367,252.53380248884088,442.6797872067006,41.981753115626915,399.1632515005635,109.22587308966347,420.5192464505437,243.81194796997224,415.143765062643,194.0788877800001,0.3022919677746217,0.6031909588057504,0.8636668293188308,-1.2178501870256944,0.20785206393536954,0.3604072062447988,0.35096684215654195,0.5008975991389493,0.44001188699222205,-0.6375232420838362,0.25010557443935294,0.4067895845066738,59.22926126691323,21.502027146704254,8.651812445408636,True
Ausgrid 1,249.18109470139774,126.97253046494399,214.7795415639654,4017.9990000000003,2062.0044141198837,3346.3241844897075,3862.8379999999997,1670.4339878466308,2947.5391102801423,126.62955610750058,118.53732899530043,8.092227112200002,152.6167347803879,0.342974357443403,5.336,234.25021023542976,214.52243692519988,198.78236767419926,15.740069250799998,152.6167347803879,0.2571046387655156,5.336,240.3027908753905,0.0,139.77526380694314,200.65038574999986,189.50432035748352,256.6936150363194,145.84511539184354,190.1224724389126,199.6000583356169,184.65199297400005,181.03508106284298,247.9975910092499,235.80219702533157,19.527350459724673,167.90348268603742,153.8012928232372,226.77801429574183,136.81967690783864,192.74673245764248,184.3719764707501,0.2893493473093777,0.5241194135649198,0.49490814657147203,-0.11230192647589377,0.18696604024303837,0.20457371587453238,0.4411655081941924,0.5977996759183118,0.7323889303504804,-0.1022459428209237,0.7002926082811354,0.5142092047243848,87.80701109902142,49.04407550777496,13.805843970088056,True
