KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),463.32 (-17.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),60.69 (+10.8 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),2944.7 (-7.5 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),476.8 (-42.0 %)
