KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),421.84 (-1.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.44 (+7.8 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5163.5 (+0.1 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),602.6 (-0.1 %)
